algorithm,caseId,family,method,status,objectiveKind,objectivePrimary,objectiveSecondary,verification,totalSec,B,b,numAP,positiveTraceCount,negativeTraceCount,finalFormulaSize,binaryNodeCount,unaryNodeCount,unaryDepth,dagNodeCount,hasSharing,positiveTracePassed,negativeTracePassed,constraintAutomatonPassed,identityConstraintsPassed,vars,backendTotalClauses,peakRssKb,error
Oracle,tiny_01895,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.21418813199989017,4,0,1,1,1,,,,,,,,,,,,,47740,
ATLAS-B,tiny_01895,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.2659164820001934,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,15515,49498,132168,
MacroATLAS,tiny_01895,repair,macro,SAT,REPAIR,0,3,PASSED,1.0653209600000082,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,128064,
Oracle,tiny_01896,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16398948699998073,3,0,1,1,1,,,,,,,,,,,,,44676,
ATLAS-B,tiny_01896,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8650314779997643,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10072,32384,111156,
MacroATLAS,tiny_01896,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7650024790000316,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2596,5050,106556,
Oracle,tiny_01897,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21416210100005628,3,0,1,1,1,,,,,,,,,,,,,45276,
ATLAS-B,tiny_01897,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7649169480000637,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4333,12643,97644,
MacroATLAS,tiny_01897,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150410799999008,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3672,7994,110396,
Oracle,tiny_01898,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141483000000335,3,0,1,1,1,,,,,,,,,,,,,45036,
ATLAS-B,tiny_01898,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8652127719997225,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7765,24296,102424,
MacroATLAS,tiny_01898,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8649461259997224,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,122184,
Oracle,tiny_01899,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21412708999969254,3,0,1,1,1,,,,,,,,,,,,,45056,
ATLAS-B,tiny_01899,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7649302179997903,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7766,24292,100480,
MacroATLAS,tiny_01899,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8650415389997761,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,119400,
Oracle,tiny_01900,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21411280900019847,3,0,1,1,1,,,,,,,,,,,,,45212,
ATLAS-B,tiny_01900,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8650847390003946,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10071,32389,111664,
MacroATLAS,tiny_01900,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7148604479998539,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2346,4618,97100,
Oracle,tiny_01901,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.1641457820001051,3,0,1,1,1,,,,,,,,,,,,,45016,
ATLAS-B,tiny_01901,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150808700002017,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7766,24288,105932,
MacroATLAS,tiny_01901,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8650334479998492,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4014,8497,116104,
Oracle,tiny_01902,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140672989999075,4,0,1,1,1,,,,,,,,,,,,,46404,
ATLAS-B,tiny_01902,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8652350829997886,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,10770,33781,109332,
MacroATLAS,tiny_01902,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648164850002104,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,2920,6505,112952,
Oracle,tiny_01903,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.2140355879996605,2,0,1,2,1,,,,,,,,,,,,,45172,
ATLAS-B,tiny_01903,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.9150534170003084,2,0,1,2,1,,,,,,,,,,,9150,29001,126784,
MacroATLAS,tiny_01903,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8650442380003369,2,0,1,2,1,,0,,,,,,,,,1191,2066,114248,
Oracle,tiny_01904,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16406433000020115,3,0,1,1,1,,,,,,,,,,,,,44632,
ATLAS-B,tiny_01904,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7650129489998108,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4325,12625,105660,
MacroATLAS,tiny_01904,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7149056680000285,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2504,4747,97100,
Oracle,tiny_01905,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16405014899964954,3,0,1,1,1,,,,,,,,,,,,,44904,
ATLAS-B,tiny_01905,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8151494919998186,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7742,24261,105736,
MacroATLAS,tiny_01905,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.9149706849998438,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5082,11075,129276,
Oracle,tiny_01906,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21410133900008077,3,1,2,1,2,,,,,,,,,,,,,46832,
ATLAS-B,tiny_01906,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.965147918999719,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16539,53814,130184,
MacroATLAS,tiny_01906,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9651913600000626,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,133884,
Oracle,tiny_01907,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21407199900022533,3,1,2,1,2,,,,,,,,,,,,,46644,
ATLAS-B,tiny_01907,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151710200003436,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16539,53826,125532,
MacroATLAS,tiny_01907,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152116619998196,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,131112,
Oracle,tiny_01908,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21410892900030376,3,0,1,1,1,,,,,,,,,,,,,44772,
ATLAS-B,tiny_01908,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150571400001354,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4327,12629,100964,
MacroATLAS,tiny_01908,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7147850850001305,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2518,4671,97676,
Oracle,tiny_01909,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21410775000003923,3,0,1,1,1,,,,,,,,,,,,,45160,
ATLAS-B,tiny_01909,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8650715290000335,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7767,24292,109656,
MacroATLAS,tiny_01909,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150165179999931,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5222,10546,110364,
Oracle,tiny_01910,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142043999996531,4,1,2,1,2,,,,,,,,,,,,,73508,
ATLAS-B,tiny_01910,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.8148671649996686,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,7085,20523,105792,
MacroATLAS,tiny_01910,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9653706839999359,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,6887,16121,130076,
Oracle,tiny_01911,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.21411029999990205,3,0,1,1,1,,,,,,,,,,,,,45056,
ATLAS-B,tiny_01911,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.814969098000347,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,8992,28008,107624,
MacroATLAS,tiny_01911,repair,macro,SAT,REPAIR,1,2,PASSED,0.7649512990001313,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,97572,
Oracle,tiny_01912,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140975190000063,4,0,1,1,1,,,,,,,,,,,,,46324,
ATLAS-B,tiny_01912,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8651247500001773,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,13676,44054,112012,
MacroATLAS,tiny_01912,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.0151709579999988,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,5742,11480,136668,
Oracle,tiny_01913,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140145369999118,4,0,1,1,1,,,,,,,,,,,,,45896,
ATLAS-B,tiny_01913,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9650735370000803,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,18791,62245,127420,
MacroATLAS,tiny_01913,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.415677351999875,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,14041,35188,150444,
Oracle,tiny_01914,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2141715809998459,3,1,2,2,1,,,,,,,,,,,,,46704,
ATLAS-B,tiny_01914,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151265299997249,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9657,29981,115296,
MacroATLAS,tiny_01914,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151631999998244,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,130960,
Oracle,tiny_01915,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21410942900001828,3,1,2,2,1,,,,,,,,,,,,,46852,
ATLAS-B,tiny_01915,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8652164820000507,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9657,29971,111484,
MacroATLAS,tiny_01915,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9150169169997753,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,132248,
Oracle,tiny_01916,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140672989999075,4,0,1,1,1,,,,,,,,,,,,,46220,
ATLAS-B,tiny_01916,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9652985819998321,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,18781,62220,129708,
MacroATLAS,tiny_01916,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.0151985390002665,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,7249,15268,135900,
Oracle,tiny_01917,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140459379997992,4,0,1,1,1,,,,,,,,,,,,,46416,
ATLAS-B,tiny_01917,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648028940002405,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,8315,25464,106332,
MacroATLAS,tiny_01917,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8148737559999972,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,4641,8851,115680,
Oracle,tiny_01918,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142907819997163,4,1,2,2,1,,,,,,,,,,,,,72592,
ATLAS-B,tiny_01918,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9654078549997394,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,17331,55213,130524,
MacroATLAS,tiny_01918,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,1.0153692529997898,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,6887,16121,132772,
Oracle,tiny_01919,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.21404591800001072,4,0,1,1,1,,,,,,,,,,,,,47320,
ATLAS-B,tiny_01919,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.1656714369996735,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,12241,38123,131032,
MacroATLAS,tiny_01919,repair,macro,SAT,REPAIR,0,3,PASSED,1.0151637779999874,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,126304,
Oracle,tiny_01920,plain,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.1639954070001295,2,0,1,2,1,,,,,,,,,,,,,44392,
ATLAS-B,tiny_01920,plain,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.714772654999706,2,0,1,2,1,,,,,,,,,,,5941,18119,93924,
MacroATLAS,tiny_01920,plain,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6647738070000742,2,0,1,2,1,,0,,,,,,,,,1398,2561,90144,
Oracle,tiny_01921,nnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.16397780699981013,2,0,1,2,1,,,,,,,,,,,,,44808,
ATLAS-B,tiny_01921,nnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8149822579998727,2,0,1,2,1,,,,,,,,,,,5946,18127,100004,
MacroATLAS,tiny_01921,nnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.765265915999862,2,0,1,2,1,,0,,,,,,,,,2468,5103,98408,
Oracle,tiny_01922,cnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21400724700015417,2,0,1,2,1,,,,,,,,,,,,,44236,
ATLAS-B,tiny_01922,cnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6648283570002604,2,0,1,2,1,,,,,,,,,,,2665,7170,97136,
MacroATLAS,tiny_01922,cnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8148552550001114,2,0,1,2,1,,0,,,,,,,,,3209,6984,115496,
Oracle,tiny_01923,dnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.2140448190002644,2,0,1,2,1,,,,,,,,,,,,,44672,
ATLAS-B,tiny_01923,dnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7148141059997215,2,0,1,2,1,,,,,,,,,,,2667,7178,97076,
MacroATLAS,tiny_01923,dnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8147489419998237,2,0,1,2,1,,0,,,,,,,,,3209,6984,109012,
Oracle,tiny_01924,required,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21407848899980308,2,0,1,2,1,,,,,,,,,,,,,44608,
ATLAS-B,tiny_01924,required,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.665025391999734,2,0,1,2,1,,,,,,,,,,,674,1404,91620,
MacroATLAS,tiny_01924,required,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6147340170000462,2,0,1,2,1,,0,,,,,,,,,1211,2265,85828,
Oracle,tiny_01925,no_dag_reuse,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21410425900012342,2,0,1,2,1,,,,,,,,,,,,,44140,
ATLAS-B,tiny_01925,no_dag_reuse,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7148470470001485,2,0,1,2,1,,,,,,,,,,,2665,7169,94336,
MacroATLAS,tiny_01925,no_dag_reuse,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6648440679996384,2,0,1,2,1,,0,,,,,,,,,1508,2728,90196,
Oracle,tiny_01926,global_prop,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21404291800035935,2,0,1,2,1,,,,,,,,,,,,,44372,
ATLAS-B,tiny_01926,global_prop,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.815079550000064,2,0,1,2,1,,,,,,,,,,,10901,35291,106416,
MacroATLAS,tiny_01926,global_prop,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7648442049999176,2,0,1,2,1,,0,,,,,,,,,2402,5124,106104,
Oracle,tiny_01927,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.2140293180000299,2,0,1,2,1,,,,,,,,,,,,,45236,
ATLAS-B,tiny_01927,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,1.0153883339999084,2,0,1,2,1,,,,,,,,,,,12164,39575,127832,
MacroATLAS,tiny_01927,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8650716590000229,2,0,1,2,1,,0,,,,,,,,,1378,2362,122516,
Oracle,tiny_01928,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.16399017799994908,2,0,1,1,1,,,,,,,,,,,,,43888,
ATLAS-B,tiny_01928,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7649518279999938,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,2939,8469,97852,
MacroATLAS,tiny_01928,plain,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.5646865369999432,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,320,523,84908,
Oracle,tiny_01929,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.1638560450001023,2,0,1,1,1,,,,,,,,,,,,,44428,
ATLAS-B,tiny_01929,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6648504479999247,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1311,3221,94184,
MacroATLAS,tiny_01929,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6648543979999886,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,667,1204,95656,
Oracle,tiny_01930,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21401793700033522,2,0,1,1,1,,,,,,,,,,,,,44796,
ATLAS-B,tiny_01930,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6647430849998273,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1904,5034,91328,
MacroATLAS,tiny_01930,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7147606639996411,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,102508,
Oracle,tiny_01931,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21405486799994833,2,0,1,1,1,,,,,,,,,,,,,44640,
ATLAS-B,tiny_01931,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7148277460000827,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,2959,8500,95268,
MacroATLAS,tiny_01931,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7647402319998946,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,103428,
Oracle,tiny_01932,required,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.16402548899986868,2,0,1,1,1,,,,,,,,,,,,,44348,
ATLAS-B,tiny_01932,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7149800499996672,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,865,1944,99892,
MacroATLAS,tiny_01932,required,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6146837150004103,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,320,523,88320,
Oracle,tiny_01933,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.16399132800006555,2,0,1,1,1,,,,,,,,,,,,,44704,
ATLAS-B,tiny_01933,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7146872529997381,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1324,3238,97536,
MacroATLAS,tiny_01933,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6647158350001519,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1321,2432,92812,
Oracle,tiny_01934,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21411103999980696,3,0,1,1,1,,,,,,,,,,,,,45224,
ATLAS-B,tiny_01934,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150739699999576,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7773,24251,103016,
MacroATLAS,tiny_01934,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149333769997611,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2405,5126,110772,
Oracle,tiny_01935,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.21412336100001994,3,0,1,1,1,,,,,,,,,,,,,45484,
ATLAS-B,tiny_01935,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.8149893780000639,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5187,15005,105104,
MacroATLAS,tiny_01935,repair,macro,SAT,REPAIR,1,2,PASSED,0.7648820969998269,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,98480,
Oracle,tiny_01936,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16396646800012604,3,0,1,1,1,,,,,,,,,,,,,44672,
ATLAS-B,tiny_01936,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7650423399995816,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10071,32385,106296,
MacroATLAS,tiny_01936,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6647453450000285,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1214,2267,94108,
Oracle,tiny_01937,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21412559000009423,3,0,1,1,1,,,,,,,,,,,,,45036,
ATLAS-B,tiny_01937,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.815029568999762,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10077,32402,109128,
MacroATLAS,tiny_01937,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149811279999994,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2284,4809,110836,
Oracle,tiny_01938,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21404463699991538,3,0,1,1,1,,,,,,,,,,,,,44496,
ATLAS-B,tiny_01938,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7147464439999567,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2129,5450,97332,
MacroATLAS,tiny_01938,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8147861039997224,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,112112,
Oracle,tiny_01939,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21397427600004448,3,0,1,1,1,,,,,,,,,,,,,44768,
ATLAS-B,tiny_01939,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.764914668000074,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5879,17816,107112,
MacroATLAS,tiny_01939,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8650867589999507,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,116096,
Oracle,tiny_01940,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21409543800018582,3,0,1,1,1,,,,,,,,,,,,,45164,
ATLAS-B,tiny_01940,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149499569999534,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5846,17760,102244,
MacroATLAS,tiny_01940,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6647718470003383,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1214,2267,89592,
