algorithm,caseId,family,method,status,objectiveKind,objectivePrimary,objectiveSecondary,verification,totalSec,B,b,numAP,positiveTraceCount,negativeTraceCount,finalFormulaSize,binaryNodeCount,unaryNodeCount,unaryDepth,dagNodeCount,hasSharing,positiveTracePassed,negativeTracePassed,constraintAutomatonPassed,identityConstraintsPassed,vars,backendTotalClauses,peakRssKb,error
MacroATLAS,tiny_01226,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.91513618900035,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,131508,
Oracle,tiny_01227,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21404928400033896,3,1,2,1,2,,,,,,,,,,,,,46916,
ATLAS-B,tiny_01227,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648416269998961,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,3482,9512,104660,
MacroATLAS,tiny_01227,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151719300002696,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,124624,
Oracle,tiny_01228,required,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21431547100019088,2,0,1,1,1,,,,,,,,,,,,,44516,
ATLAS-B,tiny_01228,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.8653074290000404,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,7370,23771,111080,
MacroATLAS,tiny_01228,required,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6146994389996507,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,320,523,85324,
Oracle,tiny_01229,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21407836500020494,2,0,1,1,1,,,,,,,,,,,,,44780,
ATLAS-B,tiny_01229,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7649000890000934,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,5544,17332,101608,
MacroATLAS,tiny_01229,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6647054840000237,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1321,2432,94652,
Oracle,tiny_01230,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142094680001719,4,1,2,1,2,,,,,,,,,,,,,73924,
ATLAS-B,tiny_01230,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9150975080001444,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,17330,55214,130772,
MacroATLAS,tiny_01230,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,1.015407905000302,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,6887,16121,132404,
Oracle,tiny_01231,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21410415499985902,2,0,1,2,1,,,,,,,,,,,,,45972,
ATLAS-B,tiny_01231,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.865003040999909,2,0,1,2,1,,,,,,,,,,,6759,20719,132412,
MacroATLAS,tiny_01231,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8651201140000921,2,0,1,2,1,,0,,,,,,,,,1191,2066,116364,
Oracle,tiny_01232,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21401997300017683,3,0,1,1,1,,,,,,,,,,,,,44784,
ATLAS-B,tiny_01232,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6649061690000053,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2096,5396,91772,
MacroATLAS,tiny_01232,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6647378749999007,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1214,2267,93028,
Oracle,tiny_01233,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16397898699960933,3,0,1,1,1,,,,,,,,,,,,,44724,
ATLAS-B,tiny_01233,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8148860340002102,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10077,32395,104700,
MacroATLAS,tiny_01233,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150763779999579,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2284,4809,111872,
Oracle,tiny_01234,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2141652770001201,3,1,2,2,1,,,,,,,,,,,,,46916,
ATLAS-B,tiny_01234,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648518179998973,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,7154,21503,103308,
MacroATLAS,tiny_01234,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151596599999721,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,126040,
Oracle,tiny_01235,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21415480600035153,3,1,2,2,1,,,,,,,,,,,,,46680,
ATLAS-B,tiny_01235,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151289989999896,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16539,53819,125420,
MacroATLAS,tiny_01235,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649999009999192,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,122692,
Oracle,tiny_01236,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16399713800001336,3,0,1,1,1,,,,,,,,,,,,,45080,
ATLAS-B,tiny_01236,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6647963360001086,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2096,5399,91868,
MacroATLAS,tiny_01236,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6147289099999398,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1214,2267,89980,
Oracle,tiny_01237,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21413643599998977,3,0,1,1,1,,,,,,,,,,,,,44796,
ATLAS-B,tiny_01237,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7148922630003653,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2127,5444,100424,
MacroATLAS,tiny_01237,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6648489379999774,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1420,2690,95872,
Oracle,tiny_01238,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.314224607000142,4,1,2,2,1,,,,,,,,,,,,,73904,
ATLAS-B,tiny_01238,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9152991030000521,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,13326,41462,112292,
MacroATLAS,tiny_01238,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9152823829999761,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,6887,16121,124520,
Oracle,tiny_01239,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.21406789499997103,3,0,1,1,1,,,,,,,,,,,,,45428,
ATLAS-B,tiny_01239,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.7650560530000803,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3648,9903,99032,
MacroATLAS,tiny_01239,repair,macro,SAT,REPAIR,1,2,PASSED,0.714940254999874,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,94416,
Oracle,tiny_01240,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.31418913699963014,3,1,2,1,2,,,,,,,,,,,,,46768,
ATLAS-B,tiny_01240,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9652811879996079,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16504,53754,125576,
MacroATLAS,tiny_01240,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649605500000689,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,2616,5312,100692,
Oracle,tiny_01241,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21406524399981208,3,1,2,1,2,,,,,,,,,,,,,46644,
ATLAS-B,tiny_01241,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8655684340001244,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,7129,21468,107668,
MacroATLAS,tiny_01241,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151313299998947,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,4466,10083,121176,
Oracle,tiny_01242,cnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21415163700021367,2,0,1,2,1,,,,,,,,,,,,,44800,
ATLAS-B,tiny_01242,cnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7148873040000581,2,0,1,2,1,,,,,,,,,,,4252,12377,95040,
MacroATLAS,tiny_01242,cnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8150136960002783,2,0,1,2,1,,0,,,,,,,,,3022,6688,113628,
Oracle,tiny_01243,dnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.2140980149997631,2,0,1,2,1,,,,,,,,,,,,,45040,
ATLAS-B,tiny_01243,dnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8151091590002579,2,0,1,2,1,,,,,,,,,,,8134,25637,105360,
MacroATLAS,tiny_01243,dnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8149997159998748,2,0,1,2,1,,0,,,,,,,,,3022,6688,115140,
Oracle,tiny_01244,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2141624259998025,3,1,2,1,2,,,,,,,,,,,,,46968,
ATLAS-B,tiny_01244,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8169252640000195,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,9625,29919,113552,
MacroATLAS,tiny_01244,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8149821960000736,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,3248,6867,106612,
Oracle,tiny_01245,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140722240001196,3,1,2,1,2,,,,,,,,,,,,,47144,
ATLAS-B,tiny_01245,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151592489997711,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16554,53841,128476,
MacroATLAS,tiny_01245,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648773679998158,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,2914,5792,102472,
Oracle,tiny_01246,global_prop,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21419133700010207,2,0,1,2,1,,,,,,,,,,,,,45184,
ATLAS-B,tiny_01246,global_prop,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6647528760004207,2,0,1,2,1,,,,,,,,,,,1804,4457,93308,
MacroATLAS,tiny_01246,global_prop,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7148323919996074,2,0,1,2,1,,0,,,,,,,,,2604,5442,100948,
Oracle,tiny_01247,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.2141260250000414,4,0,1,1,1,,,,,,,,,,,,,46784,
ATLAS-B,tiny_01247,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.1656623169997147,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,15515,49496,132500,
MacroATLAS,tiny_01247,repair,macro,SAT,REPAIR,0,3,PASSED,1.0654638119999618,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,125528,
Oracle,tiny_01248,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21402695400001903,3,1,2,2,1,,,,,,,,,,,,,46448,
ATLAS-B,tiny_01248,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.6647380150002391,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2356,6127,92660,
MacroATLAS,tiny_01248,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7148570130002554,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2616,5312,99112,
Oracle,tiny_01249,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21433141099987552,3,1,2,2,1,,,,,,,,,,,,,46608,
ATLAS-B,tiny_01249,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7149455750000016,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,3457,9467,94392,
MacroATLAS,tiny_01249,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152594619999945,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,4466,10083,122976,
Oracle,tiny_01250,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21408040400001482,2,0,1,1,1,,,,,,,,,,,,,44624,
ATLAS-B,tiny_01250,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6646863240002858,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,886,1974,89664,
MacroATLAS,tiny_01250,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7648437069997271,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,107656,
Oracle,tiny_01251,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21414765700001226,2,0,1,1,1,,,,,,,,,,,,,44732,
ATLAS-B,tiny_01251,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6647405650001019,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1904,5034,100248,
MacroATLAS,tiny_01251,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7648867689999861,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,101380,
Oracle,tiny_01252,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21412886600001002,3,1,2,2,1,,,,,,,,,,,,,46976,
ATLAS-B,tiny_01252,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650911330000781,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12708,40540,117412,
MacroATLAS,tiny_01252,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650891040001625,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,3248,6867,110868,
Oracle,tiny_01253,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21431480000001102,3,1,2,2,1,,,,,,,,,,,,,46840,
ATLAS-B,tiny_01253,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9652766979997978,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16555,53850,131132,
MacroATLAS,tiny_01253,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649043989999882,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2914,5792,101200,
Oracle,tiny_01254,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21409264500016434,3,0,1,1,1,,,,,,,,,,,,,45012,
ATLAS-B,tiny_01254,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7649651800002175,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2982,8081,104096,
MacroATLAS,tiny_01254,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8148741529998915,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2405,5126,111264,
Oracle,tiny_01255,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21406233400011843,2,0,1,2,1,,,,,,,,,,,,,45224,
ATLAS-B,tiny_01255,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8150612069998715,2,0,1,2,1,,,,,,,,,,,3117,8491,116824,
MacroATLAS,tiny_01255,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8650955640000575,2,0,1,2,1,,0,,,,,,,,,1191,2066,117052,
Oracle,tiny_01256,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21411966599998777,3,0,1,1,1,,,,,,,,,,,,,44908,
ATLAS-B,tiny_01256,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150918989999809,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10070,32382,108584,
MacroATLAS,tiny_01256,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7148516429997471,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1847,3477,97132,
Oracle,tiny_01257,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21401207299959424,3,0,1,1,1,,,,,,,,,,,,,44788,
ATLAS-B,tiny_01257,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7649525609999728,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2949,8090,98104,
MacroATLAS,tiny_01257,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149095140001918,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3334,7276,110316,
Oracle,tiny_01258,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141204149997975,3,0,1,1,1,,,,,,,,,,,,,44808,
ATLAS-B,tiny_01258,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7653891009999825,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5879,17816,103496,
MacroATLAS,tiny_01258,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8652288170001157,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,120080,
Oracle,tiny_01259,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2642630340001233,3,0,1,1,1,,,,,,,,,,,,,44436,
ATLAS-B,tiny_01259,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7648137959999985,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4358,12680,100900,
MacroATLAS,tiny_01259,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.865156984999885,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,119440,
Oracle,tiny_01260,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2140469830001166,3,0,1,1,1,,,,,,,,,,,,,44904,
ATLAS-B,tiny_01260,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.764872037999794,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5846,17762,102364,
MacroATLAS,tiny_01260,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.714724760000081,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1847,3477,98824,
Oracle,tiny_01261,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.1639913570002136,3,0,1,1,1,,,,,,,,,,,,,45412,
ATLAS-B,tiny_01261,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8151481299996703,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7766,24288,109784,
MacroATLAS,tiny_01261,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.764855697999792,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3743,7610,107380,
Oracle,tiny_01262,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2141329359997144,4,0,1,1,1,,,,,,,,,,,,,46440,
ATLAS-B,tiny_01262,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7147959919998357,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3334,8889,98536,
MacroATLAS,tiny_01262,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8150132470000244,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,2920,6505,113608,
Oracle,tiny_01263,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.2140522139998211,3,0,1,1,1,,,,,,,,,,,,,45736,
ATLAS-B,tiny_01263,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.764910688999862,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3649,9905,95756,
MacroATLAS,tiny_01263,repair,macro,SAT,REPAIR,1,2,PASSED,0.7149175539998396,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,97832,
Oracle,tiny_01264,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.1640215980000903,3,0,1,1,1,,,,,,,,,,,,,44920,
ATLAS-B,tiny_01264,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7648813880000489,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4326,12626,100280,
MacroATLAS,tiny_01264,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.714693009000257,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2681,5042,98280,
Oracle,tiny_01265,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21410347500022908,3,0,1,1,1,,,,,,,,,,,,,45084,
ATLAS-B,tiny_01265,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.764844126999833,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5854,17778,102308,
MacroATLAS,tiny_01265,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.915305343,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4134,8861,120328,
Oracle,tiny_01266,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21413209599995753,3,1,2,1,2,,,,,,,,,,,,,46748,
ATLAS-B,tiny_01266,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8149464849998367,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12741,40584,110832,
MacroATLAS,tiny_01266,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9651716150001448,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,133788,
Oracle,tiny_01267,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140667339999709,3,1,2,1,2,,,,,,,,,,,,,46620,
ATLAS-B,tiny_01267,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8151244099999531,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12741,40576,108484,
MacroATLAS,tiny_01267,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.915112587999829,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,131372,
Oracle,tiny_01268,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141114349997224,3,0,1,1,1,,,,,,,,,,,,,44736,
ATLAS-B,tiny_01268,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150697470000523,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7735,24244,103000,
MacroATLAS,tiny_01268,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7650175719995786,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2518,4671,104776,
Oracle,tiny_01269,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21441748300003383,3,0,1,1,1,,,,,,,,,,,,,44820,
ATLAS-B,tiny_01269,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7648884089999228,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5881,17812,102328,
MacroATLAS,tiny_01269,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8151640599999155,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5116,10376,108108,
Oracle,tiny_01270,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142473890002293,4,1,2,1,2,,,,,,,,,,,,,72412,
ATLAS-B,tiny_01270,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9151525100000981,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,17330,55210,129868,
MacroATLAS,tiny_01270,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,1.015496598000027,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,6887,16121,131496,
Oracle,tiny_01271,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.21408677399995213,4,0,1,1,1,,,,,,,,,,,,,47080,
ATLAS-B,tiny_01271,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.0152481330001137,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3941,10196,125088,
MacroATLAS,tiny_01271,repair,macro,SAT,REPAIR,0,3,PASSED,1.0152217210002163,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,128376,
Oracle,tiny_01272,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21425045900014084,4,0,1,1,1,,,,,,,,,,,,,46040,
ATLAS-B,tiny_01272,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.814908564000234,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,8265,25385,106480,
MacroATLAS,tiny_01272,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9150383270002749,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,5494,10857,125176,
